DATE,CPILFENS
2000-07-01,181.7666666666666667
2000-10-01,182.8666666666666667
2001-01-01,184.4000000000000000
2001-04-01,185.6666666666666667
2001-07-01,186.6333333333333333
2001-10-01,187.8333333333333333
2002-01-01,189.0666666666666667
2002-04-01,190.2000000000000000
2002-07-01,190.8666666666666667
2002-10-01,191.6666666666666667
2003-01-01,192.4333333333333333
2003-04-01,193.1000000000000000
2003-07-01,193.4333333333333333
2003-10-01,193.9333333333333333
2004-01-01,195.0000000000000000
2004-04-01,196.5333333333333333
2004-07-01,196.9333333333333333
2004-10-01,198.0333333333333333
2005-01-01,199.5333333333333333
2005-04-01,200.7666666666666667
2005-07-01,201.0333333333333333
2005-10-01,202.2333333333333333
2006-01-01,203.7000000000000000
2006-04-01,205.7000000000000000
2006-07-01,206.7000000000000000
2006-10-01,207.5666666666666667
2007-01-01,209.0146666666666667
2007-04-01,210.3670000000000000
2007-07-01,211.1650000000000000
2007-10-01,212.3696666666666667
2008-01-01,213.9566666666666667
2008-04-01,215.2640000000000000
2008-07-01,216.4610000000000000
2008-10-01,216.6043333333333333
2009-01-01,217.6810000000000000
2009-04-01,219.1846666666666667
2009-07-01,219.6943333333333333
2009-10-01,220.3800000000000000
2010-01-01,220.5823333333333333
2010-04-01,221.2080000000000000
2010-07-01,221.5720000000000000
2010-10-01,221.9836666666666667
2011-01-01,222.9593333333333333
2011-04-01,224.5143333333333333
2011-07-01,225.7756666666666667
2011-10-01,226.7806666666666667
2012-01-01,227.9456666666666667
2012-04-01,229.5946666666666667
2012-07-01,230.2896666666666667
2012-10-01,231.1906666666666667
2013-01-01,232.3653333333333333
2013-04-01,233.4460000000000000
2013-07-01,234.2773333333333333
2013-10-01,235.1350000000000000
2014-01-01,236.1183333333333333
2014-04-01,237.8983333333333333
2014-07-01,238.4250000000000000
2014-10-01,239.1453333333333333
2015-01-01,240.1326666666666667
2015-04-01,242.0916666666666667
2015-07-01,242.8153333333333333
2015-10-01,243.9463333333333333
2016-01-01,245.5220000000000000
2016-04-01,247.4433333333333333
2016-07-01,248.2510000000000000
2016-10-01,249.1930000000000000
2017-01-01,250.8386666666666667
2017-04-01,251.8303333333333333
2017-07-01,252.4456666666666667
2017-10-01,253.5626666666666667
2018-01-01,255.6770000000000000
2018-04-01,257.3970000000000000
2018-07-01,258.1026666666666667
2018-10-01,259.0836666666666667
2019-01-01,261.0240000000000000
2019-04-01,262.6996666666666667
2019-07-01,264.0856666666666667
2019-10-01,265.0340000000000000
2020-01-01,266.8613333333333333
2020-04-01,266.0633333333333333
2020-07-01,268.5043333333333333
2020-10-01,269.3423333333333333
2021-01-01,270.7213333333333333
2021-04-01,276.0263333333333333
2021-07-01,279.5123333333333333
2021-10-01,282.7596666666666667
2022-01-01,287.7866666666666667
2022-04-01,292.6773333333333333
2022-07-01,297.0886666666666667
